cycle,sum(ville collect each.S),sum(ville collect each.I),sum(ville collect each.Le),sum(ville collect each.Lf),sum(ville collect each.T),sum(ville collect each.K),sum(ville collect each.R1),sum(ville collect each.R2)
42,99182.43515196812,8.29101517039872,102.69082012212736,10.465392381165923,0.01358134522096055,0.00407440356628816,15.832127194919508,8.795626219399729
43,99181.16711054658,8.76576981846069,108.69356092736919,11.170979610765917,0.01441643429369731,0.00432493028810919,16.944574396967447,9.413652442759695
44,99179.39084676985,9.268762591011688,115.03339077565452,11.916360551908728,0.01529932149146728,0.00458979644744018,18.122044068437035,10.0678022602428
45,99177.07676520142,9.801738681001389,121.73032315250268,12.703771697439882,0.01623285533475898,0.00486985660042769,19.36812677058483,10.760070428102686
46,99174.19350554167,10.366560601887311,128.8055670195936,13.535584224261942,0.01722006098281528,0.00516601829484458,20.686616485636968,11.492564714242764
47,99170.70783151736,10.965217050208693,136.28160358117108,14.414312043699278,0.01826415217410942,0.00547924565223282,22.081521781252363,12.267512100695761
48,99166.58451223059,11.599832544629566,144.18226836212548,15.342620379216381,0.01936854407577026,0.00581056322273108,23.557077566582304,13.08726531476795
49,99161.78619539952,12.272677920101087,152.5328390084883,16.323334908592038,0.02053686712227828,0.00616106013668348,25.117757466076057,13.954309703375593
50,99156.27327187607,12.986181764785158,161.36012925601673,17.359451510587885,0.02177298193195342,0.00653189457958603,26.768286837402982,14.871270465223885
51,99150.00373077404,13.74294289750172,170.69258955061852,18.454146659340125,0.02308099539890051,0.00692429861967015,28.51365645986965,15.840920255483145
52,98154.93300448587,14.545743994862837,179.56041484582366,19.61078851316958,0.02446527806828339,0.00733958342048502,30.359136919451174,16.86618717747288
53,98147.09724983948,15.388200753495694,189.86808478483087,20.824288637497972,0.02593002309059444,0.00777900692717833,32.30066575696077,17.944814309422654
54,98138.38198677803,16.28183707958645,200.76219050175132,22.106123473525518,0.02747965947672195,0.00824389784301658,34.352395893938244,19.08466438552125
55,98128.73555189054,17.22998476481227,212.27771639511377,23.460197782766823,0.02911936033459871,0.00873580810037961,36.52037983675888,20.28909990931049
56,98118.10311633574,18.23621923514045,224.45181238585863,24.890652132161186,0.03085463728278753,0.00925639118483626,38.81100350920344,21.561668616224136
57,98106.42647719753,19.304380187206654,237.32393993027586,26.401877625735892,0.03269136539039125,0.00980740961711738,41.23100369295819,22.906113162754554
58,98093.6438337381,20.438594264980512,250.9360288534964,27.998531650809866,0.03463581024826808,0.01039074307448042,43.787486249713474,24.32638124984082
59,98079.68954734513,21.643300006911048,265.33264588457564,29.68555471538647,0.03669465738406651,0.01100839721521995,46.48794513381744,25.826636185454138
60,98064.49388387048,22.92327532251125,280.5611758481732,31.468188459722818,0.03887504425774031,0.01166251327732209,49.340282198685486,27.41126788815861
61,98047.98273694905,24.283667789996045,296.67201654719287,33.35199493193301,0.04118459510138575,0.01235537853041572,52.35282779293816,29.084904329410094
62,98030.0773307713,25.730028103686692,313.71878845555267,35.34287722491824,0.04363145889787007,0.01308943766936102,55.5343621332391,30.85242340735506
63,98010.69390066003,27.268347042080176,331.7585604304773,37.44710157995628,0.0462243508272661,0.01386730524817983,58.89413742967818,32.718965238710105
64,97989.74334966997,28.90509637548989,350.85209274913325,39.67132107095874,0.04897259754911037,0.01469177926473311,62.44190072586673,34.68994484770374
65,97967.13087929136,30.64727418684166,371.06409887465253,42.02260099274952,0.05188618673257907,0.01556585601977372,66.18791739917695,36.77106522176498
66,97942.75559219263,32.502455141530085,392.4635274609208,44.50844608675802,0.05497582129653628,0.01649274638896088,70.1429952461628,38.96833069231267
67,97916.5100647872,34.478846313323174,415.1238662128776,47.13682974827491,0.05825297887786201,0.0174758936633586,74.31850905342539,41.28806058523633
68,97888.27988725295,36.58534925443274,439.1234693279507,49.91622537089511,0.0617299771104456,0.01851899313313368,78.72642552417587,43.7369030689866
69,97857.94316847746,38.83162909051812,464.545910352445,52.85563999596528,0.06542004536979702,0.0196260136109391,83.37932839448047,46.32184910804471
70,97825.37000324523,41.22819152725049,491.48036239126236,55.96465044773348,0.06933740372061095,0.02080122111618328,88.2904435294313,49.05024640523962
71,97790.42189883383,43.78646877606776,520.0220077062112,59.25344214841153,0.073497349898215,0.02204920496946449,93.47366373682395,51.929813187124424
72,97752.95115804685,46.51891554510279,550.2724788220359,62.7328508214133,0.07791635526125482,0.02337490657837643,98.94357297261898,54.968651651455
73,97712.80021559355,49.43911639948448,582.340333323097,66.41440730548241,0.08261217077405164,0.02478365123221548,104.71546953647136,58.17526085359521
74,97669.80092463524,52.5619059761483,616.3415645581783,70.31038571706715,0.087603944214925,0.02628118326447749,110.80538776450712,61.558548758059516
75,97623.77379027255,55.9035037451738,652.4001504642088,74.43385521284762,0.09291234996380376,0.02787370498914112,117.23011761742549,65.12784312079195
76,97574.5271467632,59.48166524612265,690.6486426563796,78.79873561837876,0.09855973290140826,0.02956791987042247,124.0072214315109,68.89290079528385
77,97930.85627535734,63.315851997932,731.2287977924099,83.41985720184903,0.10457026815629492,0.03137108044688847,131.155046944227,72.86391496901501
78,98369.23217459423,67.4447259944632,774.6136107665952,88.314319032953,0.1109709849026343,0.03329129547079028,138.69416515835337,77.05231397686299
79,98400.37634555485,71.89479046238196,821.006211642145,93.50173359262003,0.117792148232429,0.03533764446972869,146.64758484089458,81.47088046716367
80,98335.31970080215,76.67662918527348,870.2786502129314,99.0017442276124,0.12506585625682867,0.03751975687704859,155.03793434862504,86.13218574923614
81,98265.78065883962,81.81928620504104,922.6222361214794,104.83394553364727,0.13282612728629256,0.03984783818588776,163.88724717719805,91.04847065399892
82,98191.46576597018,87.35481796704924,978.2417650446486,111.01925433773407,0.1411099873956869,0.04233299621870606,173.2183361082057,96.23240894900317
83,98112.06119264834,93.31865285102072,1037.3564553975846,117.58000374180415,0.1499577853135505,0.04498733559406514,183.05475135234056,101.69708408463364
84,98027.23134117993,99.74999785803233,1100.2009251794025,124.54004356976888,0.15941354515441686,0.04782406354632505,193.42072040031735,107.45595577795407
85,97936.61739474554,106.69229888975072,1167.0262017218224,131.92484742245256,0.16952536197453472,0.05085760859236041,204.34106559535113,113.52281421963951
86,97839.83581839819,114.19376189320657,1238.1007536346242,139.76162646927193,0.1803458458094818,0.05410375374284453,215.841094684912,119.91171926939555
87,97736.47682773351,122.30794306010228,1313.7115297575183,148.079449998836,0.19193262061709587,0.05757978618512875,227.94645872465856,126.63692151369918
88,97626.10284744586,131.09441725687773,1394.1649841701578,156.9093726039703,0.2043488854082898,0.06130466562248693,240.68297067716622,133.71276148731454
89,97508.24699033219,140.6195349053793,1479.7880589674496,166.28456767901847,0.21766404580803908,0.06529921374241172,254.07637685585436,141.15354269769682
90,97382.41159792872,150.95727860691824,1570.9290871970543,176.2404666449598,0.23195442535340025,0.06958632760602007,268.15207199557767,148.97337333087646
91,97248.06689739562,162.19023186067565,1667.9585666263433,186.81490297405372,0.24730406700560245,0.07419122010168074,282.93474717481513,157.18597065267502
92,97104.64984613255,174.4106732027546,1771.2697403213106,198.04825963974176,0.2638056366242779,0.07914169098728338,298.4479580666725,165.80442114815136
93,96951.56325664643,187.7218098834148,1881.278901758349,209.98361804436516,0.2815614415106162,0.08446843245318486,314.71359906564743,174.84088836980408
94,96788.17532024134,202.23916566041967,1998.425319647125,222.66690574680734,0.3006845785472411,0.09020537356417234,331.7512667522115,184.3062593067841
95,96613.81968008485,218.09213720790956,2123.1706500474556,236.14703938878367,0.32130022790296636,0.09639006837088991,349.57749397492887,194.2097188749604
96,96427.7962431043,235.425732733117,2255.997669911609,250.47605806059093,0.3435471096627035,0.10306413289881106,368.20483365018544,204.5582409167696
97,96229.3729669441,254.40250426102537,2397.4081261063775,265.70924090726334,0.3675791219851279,0.11027373659553837,387.6407693643074,215.3559829801707
98,96017.78891369505,275.20468115582537,2547.919446644231,281.9052010017596,0.39356718033559285,0.11807015410067787,407.88642825949677,226.6035712552759
99,95792.25892677749,298.03650609119694,2708.0600059857416,299.1259453474427,0.4217012777801105,0.12651038333403317,428.9350708586454,238.29726158813625
100,95551.98036107513,323.1267649416893,2878.3625741775822,317.43688826276116,0.45219278596824797,0.1356578357904744,450.77033295610147,250.4279627533896
101,95296.14237793474,350.73148778019714,3059.3555115888016,336.90680229896947,0.48527701488546043,0.14558310446563816,473.36419719586513,262.98010955325833
102,95023.93840299718,381.136777893371,3251.551200027434,357.60768721674185,0.5212160461961366,0.15636481385884102,496.674677452875,275.9303763627083
103,93789.58243040636,410.6616977541128,3421.4311323800976,376.6145334029208,0.5603018493479438,0.16809055480438317,515.6432089074048,287.2462271707804
104,93488.48606957332,446.94078641088726,3632.3562696219597,399.75201925965365,0.6024247011101359,0.1807274103330408,540.0850374267707,300.80375045479593
105,93169.3492906776,486.9892240045774,3855.3723466648767,424.3136443904256,0.6483055328247767,0.194491659847433,564.9996412121532,314.62270952576495
106,92831.60459948229,531.2282893432998,4090.7360823855297,450.37789695132824,0.6983370608839046,0.20950111826517137,590.2641997846899,328.63483394490794
107,92474.81557115873,580.1201847199293,4338.575591489886,478.02368969822487,0.7529556484819478,0.22588669454458435,615.7275711536946,342.7561282174448
108,92098.72131755145,634.1684922747064,4598.851643199333,507.32915158709636,0.8126453740906067,0.243793612227182,641.2070783557597,356.88508956505876
109,91703.288341138,693.917123343248,4871.312879927971,538.3700968740114,0.87794206943947,0.26338262083184094,666.4856061575274,370.9010985063536
110,91288.7694802655,759.94719188351,5155.445411674344,571.218128575174,0.9494371488587422,0.2848311446576226,691.3093246635572,384.6631581896937
111,90855.76886266132,832.8711455120297,5450.417931356437,605.9383399816542,1.0277809902109556,0.30833429706328663,715.3864524779175,398.00921165052273
112,90405.31068820704,913.3234155818243,5755.024498510156,642.586591695388,1.1136855574120794,0.3341056672236238,738.3875701630277,410.7563205875239
113,89938.9082392946,1001.9468294747828,6067.628424473575,681.2063645523748,1.2079258796121335,0.36237776388364,759.9480801256453,422.70203659206067
114,89458.62780541014,1099.3741018428934,6386.112219489053,721.825222875291,1.3113399296805048,0.3934019789041514,779.673458706202,433.6273232306911
115,88967.14033650879,1206.203932329913,6707.840204756083,764.4509691064721,1.424826386123228,0.42744791583696834,797.1479285784271,443.301377438239
116,88467.75186297887,1322.9716316209963,7029.6419076011225,809.0676298631386,1.549339733996067,0.46480192019882005,811.9470565209624,451.48863020190475
117,87964.40244535559,1450.1148100288158,7347.8253666204655,855.6314821523224,1.6858821819669818,0.5057646545900945,823.6545147493265,457.9580581707444
118,87461.62319250236,1587.9354967739948,7658.229473094589,904.0674006264746,1.8354919666835947,0.5506475900050783,831.882805838735,462.4946943932393
119,86964.44233207166,1736.5610625610525,7956.322907157499,954.265871795106,1.9992278020704903,0.599768340621147,836.2971419381387,464.9128879727249
120,86478.2349710055,1895.907365735835,8237.35362226893,1006.0810643219501,2.178149521373972,0.6534448564121915,836.6409350237055,465.07045493329565
121,86008.51727574579,2065.6484219820154,8496.547021852937,1059.3303486830923,2.3732953479823724,0.7119886043947117,832.7606037484512,462.8824456787587
122,85560.69398856873,2245.197334033382,8729.343331086715,1113.7956082413587,2.5856566869526674,0.7756970060858002,824.6268019254277,458.3329213635445
123,85139.7773711165,2433.7029309051813,8931.656276641195,1169.2265670280806,2.816151794071224,0.8448455382213671,812.3489269346439,451.48299503361744
124,84750.1039749765,2630.0653645336247,9100.127805393746,1225.346178881998,3.065600070106333,0.9196800210318998,796.1800573166162,442.4735556036516
125,84395.08081861663,2832.971798967288,9232.34930076783,1281.857895776776,3.3346989515397767,1.0004096854619329,776.5103887041805,431.5216041249654
126,84076.99258106909,3040.950572791243,9327.020414686553,1338.4543940798487,3.624005345819069,1.0872016037457204,753.8487179138478,418.9099543788058
127,83796.89531852752,3252.43934245736,9384.02303485747,1394.8271307103375,3.933923249629227,1.1801769748887678,728.7933149524708,404.97104380670976
128,83973.6106034978,3465.860380071432,9405.399322496067,1450.6759711528105,4.264698613865503,1.2794095841596507,701.9952321221281,390.0665496708073
129,84234.4992691346,3680.5010714988894,9405.624322656531,1505.7869077972744,4.616462475345901,1.3849387426037698,674.1762731829684,374.59737721150833
130,84120.93592476426,3894.974036108961,9386.778338932188,1560.002588332673,4.989239760950365,1.4967719282851093,646.0400971173509,358.95428677768984
131,83956.67298569248,4107.192529119255,9334.48756527876,1613.1194369729922,5.382880660699464,1.614864198209839,618.1535759928668,343.45200019167055
132,83824.68190205464,4316.199496427069,9253.300253810025,1664.8996259596784,5.797084224531794,1.739125267359538,590.9475074952626,328.329612289985
133,83720.67700564853,4521.2452154176535,9147.906110637261,1715.146692536724,6.231464569376227,1.8694393708128678,564.7718312090071,313.7812823807942
134,83640.37578537682,4721.783176300295,9022.882537613672,1763.7050051046194,6.685571614315174,2.005671484294552,539.8899866076963,299.9531152723226
135,83579.70972827532,4917.453987488199,8882.499528202117,1810.4574017675714,7.158910749612412,2.1476732248837234,516.4805864357195,286.94410307330446
136,83534.97184248199,5108.061148307577,8730.5885017369,1855.3215348200874,7.650960433414828,2.295288130024448,494.6447607418263,274.8102136349528
137,83502.90308551633,5293.542530275388,8570.4714954183,1898.245451913011,8.161187100328865,2.4483561300986594,474.41723555667943,263.5705502287317
138,83480.72633362634,5473.940894570608,8404.94120370454,1939.2028812483147,8.689057128384306,2.606717138515292,455.7792693538868,253.21454028196666
139,83466.1398360318,5649.375977254375,8236.279475432253,1978.188590002765,9.234045905431413,2.7702137716294235,438.6718685478478,243.70927679810362
140,83457.28277337941,5820.019802766257,8066.301535866324,2015.2140758601213,9.795644245361535,2.93869327360846,423.0081191136756,235.00636713904294
141,83452.68437735947,5986.076090458025,7896.414589096072,2050.303748682211,10.373362529358431,3.112008758807529,408.6839035270658,227.04788383658038
142,83451.20589652269,6147.763982760275,7727.6817584086975,2083.4916735876395,10.966733000044783,3.2900199000134345,395.5866524546157,219.77122321020573
143,83451.98219473573,6305.305874953301,7560.884876771688,2114.818882389961,11.575310634723843,3.472593190417152,383.60207453632063,213.1128407049437
144,83454.36740998017,6458.918854427871,7396.582002999452,2144.3312172518167,12.198672986440268,3.6596018959320795,372.619007405954,207.01094272700647
145,83457.88713847168,6608.809129606191,7235.157475923478,2172.077645575893,12.836419324488405,3.850925797346521,362.53264813406633,201.4072785514507
146,83462.1981338105,6755.168806043971,7076.86375321457,2198.1089744301885,13.488169341787382,4.046450802536214,353.2464693212555,196.24820248132687
147,83467.05550648982,6898.174412282179,6921.855240762447,2222.476891949102,14.153561633820901,4.2460684901462695,344.6731279214758,191.48517685365758
148,83472.28680135921,7037.986659988331,6770.2148834359205,2245.233268451876,14.832252097768029,4.449675629330407,336.73464550583213,187.07487069242995
149,83477.7720247567,7174.751019120754,6621.97455676075,2266.42965856836,15.523912353509562,4.657173706052868,329.3620954089937,182.97898475389354
150,83483.42859672612,7308.598784194395,6477.130364994436,2286.1169553860477,16.228228250980955,4.868468475294285,322.4949842993084,179.1639070928674
151,83489.20023916542,7439.648393422939,6335.653891990998,2304.345157191824,16.94489850027468,5.083469550082404,316.08046977938534,175.6002777622967
152,83495.04891847642,7568.006834407846,6197.50032577828,2321.1632160128916,17.673633440757026,5.302090032227107,310.07251532979916,172.26251887933034
153,83500.94909969256,7693.771027128659,6062.614226475457,2336.618944513738,18.414153951795715,5.524246185538713,304.4310508112269,169.12836791208116
154,82673.8837115068,7739.029118155482,5871.933555642447,2327.7589638018467,19.16619049904052,5.749857149712155,297.12118100432986,165.178437751888
155,82679.7792652651,7857.490401313805,5744.667267900086,2340.4949156284993,19.9215633764589,5.9764690129376685,292.9483965394528,162.81647588288195
156,82685.68966683873,7974.09911544902,5620.443426714184,2352.017004998998,20.687738526410378,6.206321557923113,288.7304944745431,160.44636763848058
157,82691.60982816503,8088.746005745265,5499.193875665855,2362.3677847111453,21.464511210475976,6.439353363142793,284.56222977231846,158.1143411658686
158,82697.53632356125,8201.380441890591,5380.850619817424,2371.5886199912325,22.251669179908003,6.6755007539724005,280.49875941248223,155.84700258678782
159,82703.46677443608,8311.989030987868,5265.346366817451,2379.7197098534443,23.048997400692112,6.914699220207633,276.5699609502428,153.65843233228023
160,82709.39945920579,8420.581486943493,5152.614854016734,2386.8001116105634,23.856281021436153,7.156884306430846,272.78988949775413,151.55488150503626
161,82715.33306770345,8527.18142653104,5042.591039389486,2392.8677670862116,24.67330718809536,7.401992156428608,269.16293708620685,149.53783528737435
162,82721.26654736677,8631.820465249404,4935.2112067588,2397.9595296151906,25.499866112981117,7.649959833894334,265.6877850999415,147.60598055733504
163,82727.19900715793,8734.53449298947,4830.41301773719,2402.1111912644214,26.335751669167507,7.900725500750251,262.3598997927998,145.75644845814458
164,82733.12965747055,8835.361369612621,4728.135530947059,2405.3575099276236,27.180761688203425,8.154228506461026,259.17307925615034,143.98558403353223
165,82739.05777228896,8934.33953227288,4628.319201424223,2407.7322360859343,28.034698076234537,8.410409422870359,256.1203915104947,142.2894118564018
166,82744.98266501249,9031.50717947501,4530.905868213852,2409.268139113378,28.89736682192583,8.669210046577746,253.19472748398957,140.66390920517688
167,82750.90367262921,9126.901814111332,4435.838735080495,2409.9970330595315,29.768577942259938,8.930573382677979,250.38911423743286,139.1051594039179
168,82756.82014497524,9220.56000591094,4343.062347328508,2409.949801874338,30.64814539464953,9.194443618394855,247.69688155665347,137.60943192327878
169,82762.73143709038,9312.517285115924,4252.522566542071,2409.1564240597,31.53588697257303,9.460766091771905,245.1117407325305,136.17321871180204
170,82768.63690346394,9402.808112483925,4164.166544329492,2407.6459967442474,32.43162419489839,9.729487258469515,242.62781214334908,134.79324511510322
171,82774.53589344025,9491.465891978492,4077.9426957185956,2405.4467591846083,33.3351821947048,10.000554658411435,240.23962407692073,133.46646663321434
172,82780.4277473412,9578.523005903462,3993.8006725874675,2402.5861157005834,34.24638961076715,10.273916883230145,237.94209630222747,132.19005828439498
173,82786.31179303591,9664.010860557406,3911.6913373584753,2399.0906580539367,35.16507848329129,10.549523544987384,235.73051635647744,130.96140055773577
174,82792.18734278926,9747.95993557643,3831.5667370908395,2394.9861872818133,36.091084154570396,10.827325246371116,233.60051312065886,129.77806423103897
175,82798.05369028289,9830.39983320059,3753.3800780522406,2390.297734996505,37.024245174716945,11.10727355241508,231.54803021280713,128.63779530301952
176,82803.91010773866,9911.359325513102,3677.0857008175126,2385.0495841636007,37.964403212346475,11.38932096370394,229.56930051881753,127.53850068159093
177,82809.75584309589,9990.866398750662,3602.6390559231645,2379.2652893707045,38.911402969952725,11.673420890985815,227.66082248036076,126.47823491924967
178,82815.59011720688,10068.9482943728,3529.9966800948946,2372.9676965988933,39.86509210365617,11.959527631096845,225.81933836525332,125.45518809006983
179,83201.41212102358,10149.6315468957,3486.116173058174,2369.178962509021,40.82532114699478,12.247596344098428,229.04181453248756,126.46767479751931
180,83645.13800771986,10229.044467229154,3462.837965802685,2362.272076924212,41.792568255177436,12.537770476553224,226.33368087171309,125.28265044626927
181,83668.82612303595,10307.843569557417,3456.6748669209364,2355.3882823382273,42.76651073117184,12.829953219351543,224.69394354355018,124.53901769474818
182,83637.1880616532,10383.911793942889,3422.9003667793054,2348.430068552267,43.746960956885374,13.124088287065605,223.5614261327271,123.99704210703587
183,83620.98938587235,10458.13518585508,3375.4958020418867,2341.237103062794,44.73368895482615,13.420106686447838,222.60427973881784,123.51052053894757
184,83612.71055134632,10530.893227392713,3321.82727634401,2333.7353355788887,45.72652452785074,13.717957358355216,221.7124335995868,123.03840735613448
185,83608.39555825594,10602.34386139451,3265.7483420745266,2325.8958752985477,46.72532280469768,14.017596841409295,220.86248996767682,122.57823689898085
186,83605.96954690304,10672.553190968418,3209.259226416442,2317.7132291502107,47.72994950637429,14.318984851912285,220.06037530641711,122.13879089295042
187,83604.34489589364,10741.552266240209,3153.388080286821,2309.193856983461,48.740275037766594,14.622082511329976,219.31880263898677,121.72997831814584
188,83602.94908794115,10809.360651303105,3098.6562530076217,2300.350189582001,49.75617235723587,14.926851707170753,218.6495704239201,121.35982237243441
189,83601.47670365553,10875.995416404232,3045.322596815607,2291.197522743841,50.77751636186434,15.2332549085593,218.06173391155707,121.03410779738445
190,83599.75981905549,10941.47406301889,2993.5110752739583,2281.752417392927,51.804183817471944,15.541255145241577,217.56181308132906,120.75684219326563
191,83597.70060787538,11005.815122896853,2943.27708365756,2272.0318842085394,52.83605344246918,15.85081603274075,217.1545086684025,120.53083317130708
192,83595.23644870687,11069.037993680899,2894.6417532306264,2262.0529748544395,53.87300600416838,16.16190180125051,216.8433891522904,120.35816257805256
193,83592.32192802074,11131.162613580764,2847.6096182839456,2251.8325829050095,54.914924387087346,16.474477316126197,216.63140917869552,120.24052204274302
194,83588.91957971541,11192.209175237635,2802.1776823916057,2241.3873524113033,55.96169362955677,16.788508088867026,216.52126137370956,120.1794327231391
195,83584.9951183113,11252.197922940513,2758.340061518979,2230.7336414827005,57.01320093568139,17.103960280704413,216.51560164549517,120.17638283001577
196,83580.51497072451,11311.149024958399,2716.090364588315,2219.8875138908274,58.06933567088191,17.42080070126457,216.61718899392926,120.232911555533
197,83575.44497661084,11369.082500718156,2675.422923390486,2208.8647449250147,59.12998934758083,17.738996804274244,216.82897141135197,120.35065994925432
198,83569.7496783165,11426.018184230072,2636.333441300053,2197.680834516523,60.19505560557146,18.058516681671435,217.15413942989437,120.53140224914925
199,83563.39190512076,11481.975710101085,2598.8193511158543,2186.351024116897,61.26443018997816,18.379329056993445,217.59616105514795,120.77706608005249
200,83556.33250172721,11536.974513099027,2562.8800294253397,2174.89031557986,62.33801092858376,18.70140327857512,218.15880646147184,121.08974656702145
201,83548.53012499188,11591.033835657781,2528.516942071793,2163.3134911897973,63.415697709575674,19.024709312872698,218.84616739575443,121.47171731061283
202,83539.94107041549,11644.172739995915,2495.73375838571,2151.6351344310897,64.4973924603218,19.349217738096534,219.66267414551115,121.92543991039872
